"year","variable","value"
1895,"Mikkeli",3
1896,"Mikkeli",2
1897,"Mikkeli",2
1898,"Mikkeli",2
1899,"Mikkeli",2
1900,"Mikkeli",2
1901,"Mikkeli",2
1902,"Mikkeli",2
1903,"Mikkeli",2
1904,"Mikkeli",2
1905,"Mikkeli",2
1906,"Mikkeli",4
1907,"Mikkeli",3
1908,"Mikkeli",3
1909,"Mikkeli",3
1910,"Mikkeli",3
1911,"Mikkeli",3
1912,"Mikkeli",3
1913,"Mikkeli",3
1914,"Mikkeli",3
1915,"Mikkeli",3
1916,"Mikkeli",3
1917,"Mikkeli",4
1918,"Mikkeli",3
1919,"Mikkeli",3
1920,"Mikkeli",3
1916,"Paimio",2
1917,"Paimio",1
1918,"Paimio",1
1919,"Paimio",2
1920,"Paimio",2
1881,"Rauma",1
1882,"Rauma",1
1883,"Rauma",1
1884,"Rauma",1
1885,"Rauma",1
1886,"Rauma",1
1887,"Rauma",1
1888,"Rauma",1
1889,"Rauma",1
1890,"Rauma",1
1891,"Rauma",1
1892,"Rauma",1
1893,"Rauma",1
1894,"Rauma",1
1895,"Rauma",1
1896,"Rauma",1
1897,"Rauma",1
1898,"Rauma",1
1899,"Rauma",1
1900,"Rauma",1
1901,"Rauma",1
1902,"Rauma",1
1903,"Rauma",1
1904,"Rauma",1
1905,"Rauma",2
1906,"Rauma",2
1907,"Rauma",2
1908,"Rauma",2
1909,"Rauma",2
1910,"Rauma",2
1911,"Rauma",2
1912,"Rauma",2
1913,"Rauma",2
1914,"Rauma",2
1915,"Rauma",2
1916,"Rauma",2
1917,"Rauma",3
1918,"Rauma",4
1919,"Rauma",4
1920,"Rauma",2
1918,"Hyrylä",1
1919,"Hyrylä",1
1920,"Hyrylä",1
1909,"Kouvola",1
1910,"Kouvola",1
1911,"Kouvola",1
1912,"Kouvola",1
1913,"Kouvola",1
1914,"Kouvola",1
1915,"Kouvola",1
1916,"Kouvola",1
1917,"Kouvola",1
1918,"Kouvola",1
1919,"Kouvola",1
1920,"Kouvola",1
1897,"Iisalmi",1
1898,"Iisalmi",1
1899,"Iisalmi",1
1900,"Iisalmi",1
1901,"Iisalmi",1
1902,"Iisalmi",1
1903,"Iisalmi",1
1904,"Iisalmi",1
1905,"Iisalmi",1
1906,"Iisalmi",1
1907,"Iisalmi",1
1908,"Iisalmi",1
1909,"Iisalmi",1
1910,"Iisalmi",1
1911,"Iisalmi",1
1912,"Iisalmi",1
1913,"Iisalmi",1
1914,"Iisalmi",2
1915,"Iisalmi",2
1916,"Iisalmi",1
1917,"Iisalmi",1
1918,"Iisalmi",1
1919,"Iisalmi",1
1920,"Iisalmi",1
1876,"Savonlinna",1
1877,"Savonlinna",1
1878,"Savonlinna",1
1879,"Savonlinna",1
1880,"Savonlinna",1
1881,"Savonlinna",1
1882,"Savonlinna",1
1883,"Savonlinna",1
1884,"Savonlinna",1
1885,"Savonlinna",1
1886,"Savonlinna",1
1887,"Savonlinna",1
1888,"Savonlinna",1
1889,"Savonlinna",1
1890,"Savonlinna",1
1891,"Savonlinna",1
1892,"Savonlinna",1
1893,"Savonlinna",1
1894,"Savonlinna",1
1895,"Savonlinna",1
1896,"Savonlinna",1
1897,"Savonlinna",1
1898,"Savonlinna",1
1899,"Savonlinna",1
1900,"Savonlinna",1
1901,"Savonlinna",1
1903,"Savonlinna",1
1904,"Savonlinna",1
1905,"Savonlinna",1
1906,"Savonlinna",1
1907,"Savonlinna",2
1908,"Savonlinna",2
1909,"Savonlinna",2
1910,"Savonlinna",2
1911,"Savonlinna",2
1912,"Savonlinna",2
1913,"Savonlinna",2
1914,"Savonlinna",2
1915,"Savonlinna",2
1916,"Savonlinna",2
1917,"Savonlinna",3
1918,"Savonlinna",2
1919,"Savonlinna",3
1920,"Savonlinna",2
1881,"Sortavala",1
1882,"Sortavala",1
1883,"Sortavala",1
1884,"Sortavala",1
1885,"Sortavala",1
1886,"Sortavala",1
1887,"Sortavala",1
1888,"Sortavala",1
1889,"Sortavala",1
1890,"Sortavala",1
1891,"Sortavala",1
1892,"Sortavala",1
1893,"Sortavala",1
1894,"Sortavala",1
1895,"Sortavala",1
1896,"Sortavala",1
1897,"Sortavala",1
1898,"Sortavala",1
1899,"Sortavala",1
1900,"Sortavala",1
1901,"Sortavala",1
1902,"Sortavala",1
1903,"Sortavala",1
1904,"Sortavala",1
1905,"Sortavala",1
1906,"Sortavala",3
1907,"Sortavala",3
1908,"Sortavala",3
1909,"Sortavala",4
1910,"Sortavala",4
1911,"Sortavala",3
1912,"Sortavala",3
1913,"Sortavala",2
1914,"Sortavala",3
1915,"Sortavala",2
1916,"Sortavala",2
1917,"Sortavala",3
1918,"Sortavala",2
1919,"Sortavala",2
1920,"Sortavala",3
1911,"Räisälä",1
1912,"Räisälä",1
1908,"Salo",1
1909,"Salo",1
1910,"Salo",1
1919,"Salo",1
1920,"Salo",1
1908,"Terijoki",1
1909,"Terijoki",1
1916,"Toijala",1
1917,"Toijala",1
1918,"Toijala",1
1919,"Toijala",1
1920,"Toijala",1
1898,"Tornio",1
1899,"Tornio",1
1900,"Tornio",1
1901,"Tornio",1
1902,"Tornio",1
1903,"Tornio",2
1904,"Tornio",2
1905,"Tornio",2
1906,"Tornio",2
1907,"Tornio",2
1908,"Tornio",2
1909,"Tornio",2
1910,"Tornio",2
1911,"Tornio",2
1912,"Tornio",3
1913,"Tornio",2
1914,"Tornio",2
1915,"Tornio",2
1916,"Tornio",1
1917,"Tornio",1
1918,"Tornio",1
1919,"Tornio",1
1920,"Tornio",1
1914,"Vammala",1
1915,"Vammala",1
1908,"Punkalaidun",1
1909,"Punkalaidun",1
1910,"Punkalaidun",1
1911,"Punkalaidun",1
1912,"Punkalaidun",1
1913,"Punkalaidun",1
1914,"Punkalaidun",1
1915,"Punkalaidun",1
1916,"Punkalaidun",1
1917,"Punkalaidun",1
1918,"Punkalaidun",1
1919,"Punkalaidun",1
1920,"Punkalaidun",1
1918,"Kangasala",1
1919,"Kangasala",1
1920,"Kangasala",1
1913,"Huittinen",1
1914,"Huittinen",1
1915,"Huittinen",1
1916,"Huittinen",1
1917,"Huittinen",1
1918,"Huittinen",1
1919,"Huittinen",1
1920,"Huittinen",1
1920,"Ilmajoki",1
1920,"Kokemäki",1
1914,"Loimaa",1
1915,"Loimaa",1
1916,"Loimaa",1
1917,"Loimaa",1
1918,"Loimaa",1
1919,"Loimaa",1
1920,"Loimaa",1
1908,"Parikkala",1
1909,"Parikkala",2
1910,"Parikkala",2
1911,"Parikkala",1
1912,"Parikkala",1
1913,"Parikkala",1
1914,"Parikkala",1
1915,"Parikkala",1
1916,"Parikkala",1
1917,"Parikkala",1
1918,"Parikkala",1
1919,"Parikkala",1
1920,"Parikkala",1
1914,"Kaskinen",1
1915,"Kaskinen",1
1916,"Kaskinen",1
1913,"Ikaalinen",1
1914,"Ikaalinen",1
1915,"Ikaalinen",1
1916,"Ikaalinen",1
1917,"Ikaalinen",1
1918,"Ikaalinen",1
1919,"Ikaalinen",1
1920,"Ikaalinen",1
1914,"Riihimäki",1
1915,"Riihimäki",1
1916,"Riihimäki",1
1917,"Riihimäki",1
1918,"Riihimäki",1
1919,"Riihimäki",1
1920,"Riihimäki",1
1920,"Ruovesi",1
1898,"Säkkijärvi",1
1899,"Säkkijärvi",1
1900,"Säkkijärvi",1
1901,"Säkkijärvi",1
1902,"Säkkijärvi",1
1903,"Säkkijärvi",1
1904,"Säkkijärvi",1
1905,"Säkkijärvi",1
1894,"Tyrvää",1
1895,"Tyrvää",1
1896,"Tyrvää",1
1897,"Tyrvää",1
1898,"Tyrvää",1
1899,"Tyrvää",1
1900,"Tyrvää",1
1901,"Tyrvää",1
1902,"Tyrvää",1
1903,"Tyrvää",1
1904,"Tyrvää",1
1905,"Tyrvää",1
1906,"Tyrvää",1
1907,"Tyrvää",1
1908,"Tyrvää",1
1909,"Tyrvää",1
1910,"Tyrvää",1
1911,"Tyrvää",1
1912,"Tyrvää",1
1913,"Tyrvää",1
1914,"Tyrvää",1
1915,"Tyrvää",1
1916,"Tyrvää",1
1917,"Tyrvää",1
1918,"Tyrvää",1
1919,"Tyrvää",1
1920,"Tyrvää",1
1917,"Urjala",1
1918,"Urjala",1
1919,"Urjala",1
1920,"Urjala",1
1919,"Varkaus",1
1920,"Varkaus",1
1920,"Rautu",1
1913,"Pohjois-Pirkkala",1
1914,"Pohjois-Pirkkala",1
1915,"Pohjois-Pirkkala",1
1916,"Pohjois-Pirkkala",1
1917,"Pohjois-Pirkkala",1
1918,"Pohjois-Pirkkala",1
1919,"Pohjois-Pirkkala",1
1920,"Pohjois-Pirkkala",1
1918,"Antrea",2
